PERSON TYPE,PER,ORIG PURPOSE,TIME USE
CHILD AGE 0 TO 4,36,HOME,2829
CHILD AGE 0 TO 4,36,WORK,0
CHILD AGE 0 TO 4,36,SCHOOL,0
CHILD AGE 0 TO 4,36,ESCORT,80
CHILD AGE 0 TO 4,36,SHOP,30
CHILD AGE 0 TO 4,36,MEAL,5
CHILD AGE 0 TO 4,36,SOC AND REC,52
CHILD AGE 0 TO 4,36,COMMUTE,40
CHILD AGE 0 TO 4,36,OTHER,0
CHILD AGE 0 TO 4,37,HOME,2852
CHILD AGE 0 TO 4,37,WORK,3
CHILD AGE 0 TO 4,37,SCHOOL,0
CHILD AGE 0 TO 4,37,ESCORT,74
CHILD AGE 0 TO 4,37,SHOP,33
CHILD AGE 0 TO 4,37,MEAL,0
CHILD AGE 0 TO 4,37,SOC AND REC,36
CHILD AGE 0 TO 4,37,COMMUTE,37
CHILD AGE 0 TO 4,37,OTHER,0
CHILD AGE 0 TO 4,38,HOME,2898
CHILD AGE 0 TO 4,38,WORK,3
CHILD AGE 0 TO 4,38,SCHOOL,0
CHILD AGE 0 TO 4,38,ESCORT,65
CHILD AGE 0 TO 4,38,SHOP,25
CHILD AGE 0 TO 4,38,MEAL,0
CHILD AGE 0 TO 4,38,SOC AND REC,23
CHILD AGE 0 TO 4,38,COMMUTE,22
CHILD AGE 0 TO 4,38,OTHER,0
CHILD AGE 0 TO 4,39,HOME,2923
CHILD AGE 0 TO 4,39,WORK,3
CHILD AGE 0 TO 4,39,SCHOOL,0
CHILD AGE 0 TO 4,39,ESCORT,65
CHILD AGE 0 TO 4,39,SHOP,25
CHILD AGE 0 TO 4,39,MEAL,0
CHILD AGE 0 TO 4,39,SOC AND REC,16
CHILD AGE 0 TO 4,39,COMMUTE,5
CHILD AGE 0 TO 4,39,OTHER,0
CHILD AGE 0 TO 4,40,HOME,2930
CHILD AGE 0 TO 4,40,WORK,3
CHILD AGE 0 TO 4,40,SCHOOL,0
CHILD AGE 0 TO 4,40,ESCORT,63
CHILD AGE 0 TO 4,40,SHOP,25
CHILD AGE 0 TO 4,40,MEAL,0
CHILD AGE 0 TO 4,40,SOC AND REC,15
CHILD AGE 0 TO 4,40,COMMUTE,0
CHILD AGE 0 TO 4,40,OTHER,0
CHILD AGE 0 TO 4,41,HOME,2935
CHILD AGE 0 TO 4,41,WORK,3
CHILD AGE 0 TO 4,41,SCHOOL,0
CHILD AGE 0 TO 4,41,ESCORT,63
CHILD AGE 0 TO 4,41,SHOP,25
CHILD AGE 0 TO 4,41,MEAL,0
CHILD AGE 0 TO 4,41,SOC AND REC,10
CHILD AGE 0 TO 4,41,COMMUTE,0
CHILD AGE 0 TO 4,41,OTHER,0
CHILD AGE 0 TO 4,42,HOME,2935
CHILD AGE 0 TO 4,42,WORK,3
CHILD AGE 0 TO 4,42,SCHOOL,0
CHILD AGE 0 TO 4,42,ESCORT,63
CHILD AGE 0 TO 4,42,SHOP,25
CHILD AGE 0 TO 4,42,MEAL,0
CHILD AGE 0 TO 4,42,SOC AND REC,10
CHILD AGE 0 TO 4,42,COMMUTE,0
CHILD AGE 0 TO 4,42,OTHER,0
CHILD AGE 0 TO 4,43,HOME,2935
CHILD AGE 0 TO 4,43,WORK,3
CHILD AGE 0 TO 4,43,SCHOOL,0
CHILD AGE 0 TO 4,43,ESCORT,63
CHILD AGE 0 TO 4,43,SHOP,25
CHILD AGE 0 TO 4,43,MEAL,0
CHILD AGE 0 TO 4,43,SOC AND REC,10
CHILD AGE 0 TO 4,43,COMMUTE,0
CHILD AGE 0 TO 4,43,OTHER,0
CHILD AGE 0 TO 4,44,HOME,2935
CHILD AGE 0 TO 4,44,WORK,3
CHILD AGE 0 TO 4,44,SCHOOL,0
CHILD AGE 0 TO 4,44,ESCORT,63
CHILD AGE 0 TO 4,44,SHOP,25
CHILD AGE 0 TO 4,44,MEAL,0
CHILD AGE 0 TO 4,44,SOC AND REC,10
CHILD AGE 0 TO 4,44,COMMUTE,0
CHILD AGE 0 TO 4,44,OTHER,0
CHILD AGE 0 TO 4,45,HOME,2935
CHILD AGE 0 TO 4,45,WORK,3
CHILD AGE 0 TO 4,45,SCHOOL,0
CHILD AGE 0 TO 4,45,ESCORT,63
CHILD AGE 0 TO 4,45,SHOP,25
CHILD AGE 0 TO 4,45,MEAL,0
CHILD AGE 0 TO 4,45,SOC AND REC,10
CHILD AGE 0 TO 4,45,COMMUTE,0
CHILD AGE 0 TO 4,45,OTHER,0
CHILD AGE 0 TO 4,46,HOME,2933
CHILD AGE 0 TO 4,46,WORK,3
CHILD AGE 0 TO 4,46,SCHOOL,0
CHILD AGE 0 TO 4,46,ESCORT,63
CHILD AGE 0 TO 4,46,SHOP,25
CHILD AGE 0 TO 4,46,MEAL,0
CHILD AGE 0 TO 4,46,SOC AND REC,10
CHILD AGE 0 TO 4,46,COMMUTE,2
CHILD AGE 0 TO 4,46,OTHER,0
CHILD AGE 0 TO 4,47,HOME,2935
CHILD AGE 0 TO 4,47,WORK,3
CHILD AGE 0 TO 4,47,SCHOOL,0
CHILD AGE 0 TO 4,47,ESCORT,63
CHILD AGE 0 TO 4,47,SHOP,25
CHILD AGE 0 TO 4,47,MEAL,0
CHILD AGE 0 TO 4,47,SOC AND REC,10
CHILD AGE 0 TO 4,47,COMMUTE,0
CHILD AGE 0 TO 4,47,OTHER,0
CHILD AGE 0 TO 4,48,HOME,2935
CHILD AGE 0 TO 4,48,WORK,3
CHILD AGE 0 TO 4,48,SCHOOL,0
CHILD AGE 0 TO 4,48,ESCORT,63
CHILD AGE 0 TO 4,48,SHOP,25
CHILD AGE 0 TO 4,48,MEAL,0
CHILD AGE 0 TO 4,48,SOC AND REC,10
CHILD AGE 0 TO 4,48,COMMUTE,0
CHILD AGE 0 TO 4,48,OTHER,0
CHILD AGE 5 TO 15,1,HOME,7388
CHILD AGE 5 TO 15,1,WORK,0
CHILD AGE 5 TO 15,1,SCHOOL,0
CHILD AGE 5 TO 15,1,ESCORT,48
CHILD AGE 5 TO 15,1,SHOP,48
CHILD AGE 5 TO 15,1,MEAL,7
CHILD AGE 5 TO 15,1,SOC AND REC,21
CHILD AGE 5 TO 15,1,COMMUTE,6
CHILD AGE 5 TO 15,1,OTHER,99
CHILD AGE 5 TO 15,2,HOME,7388
CHILD AGE 5 TO 15,2,WORK,0
CHILD AGE 5 TO 15,2,SCHOOL,0
CHILD AGE 5 TO 15,2,ESCORT,48
CHILD AGE 5 TO 15,2,SHOP,48
CHILD AGE 5 TO 15,2,MEAL,7
CHILD AGE 5 TO 15,2,SOC AND REC,21
CHILD AGE 5 TO 15,2,COMMUTE,6
CHILD AGE 5 TO 15,2,OTHER,99
CHILD AGE 5 TO 15,3,HOME,7388
CHILD AGE 5 TO 15,3,WORK,0
CHILD AGE 5 TO 15,3,SCHOOL,0
CHILD AGE 5 TO 15,3,ESCORT,48
CHILD AGE 5 TO 15,3,SHOP,48
CHILD AGE 5 TO 15,3,MEAL,7
CHILD AGE 5 TO 15,3,SOC AND REC,21
CHILD AGE 5 TO 15,3,COMMUTE,6
CHILD AGE 5 TO 15,3,OTHER,99
CHILD AGE 5 TO 15,4,HOME,7388
CHILD AGE 5 TO 15,4,WORK,0
CHILD AGE 5 TO 15,4,SCHOOL,0
CHILD AGE 5 TO 15,4,ESCORT,48
CHILD AGE 5 TO 15,4,SHOP,48
CHILD AGE 5 TO 15,4,MEAL,7
CHILD AGE 5 TO 15,4,SOC AND REC,21
CHILD AGE 5 TO 15,4,COMMUTE,6
CHILD AGE 5 TO 15,4,OTHER,99
CHILD AGE 5 TO 15,5,HOME,7385
CHILD AGE 5 TO 15,5,WORK,0
CHILD AGE 5 TO 15,5,SCHOOL,0
CHILD AGE 5 TO 15,5,ESCORT,48
CHILD AGE 5 TO 15,5,SHOP,48
CHILD AGE 5 TO 15,5,MEAL,7
CHILD AGE 5 TO 15,5,SOC AND REC,21
CHILD AGE 5 TO 15,5,COMMUTE,9
CHILD AGE 5 TO 15,5,OTHER,99
CHILD AGE 5 TO 15,6,HOME,7333
CHILD AGE 5 TO 15,6,WORK,0
CHILD AGE 5 TO 15,6,SCHOOL,0
CHILD AGE 5 TO 15,6,ESCORT,48
CHILD AGE 5 TO 15,6,SHOP,52
CHILD AGE 5 TO 15,6,MEAL,7
CHILD AGE 5 TO 15,6,SOC AND REC,21
CHILD AGE 5 TO 15,6,COMMUTE,57
CHILD AGE 5 TO 15,6,OTHER,99
CHILD AGE 5 TO 15,7,HOME,7298
CHILD AGE 5 TO 15,7,WORK,0
CHILD AGE 5 TO 15,7,SCHOOL,8
CHILD AGE 5 TO 15,7,ESCORT,58
CHILD AGE 5 TO 15,7,SHOP,52
CHILD AGE 5 TO 15,7,MEAL,7
CHILD AGE 5 TO 15,7,SOC AND REC,20
CHILD AGE 5 TO 15,7,COMMUTE,71
CHILD AGE 5 TO 15,7,OTHER,102
CHILD AGE 5 TO 15,8,HOME,6621
CHILD AGE 5 TO 15,8,WORK,6
CHILD AGE 5 TO 15,8,SCHOOL,70
CHILD AGE 5 TO 15,8,ESCORT,111
CHILD AGE 5 TO 15,8,SHOP,54
CHILD AGE 5 TO 15,8,MEAL,7
CHILD AGE 5 TO 15,8,SOC AND REC,22
CHILD AGE 5 TO 15,8,COMMUTE,628
CHILD AGE 5 TO 15,8,OTHER,97
CHILD AGE 5 TO 15,9,HOME,5611
CHILD AGE 5 TO 15,9,WORK,31
CHILD AGE 5 TO 15,9,SCHOOL,583
CHILD AGE 5 TO 15,9,ESCORT,261
CHILD AGE 5 TO 15,9,SHOP,51
CHILD AGE 5 TO 15,9,MEAL,7
CHILD AGE 5 TO 15,9,SOC AND REC,41
CHILD AGE 5 TO 15,9,COMMUTE,951
CHILD AGE 5 TO 15,9,OTHER,81
CHILD AGE 5 TO 15,10,HOME,4862
CHILD AGE 5 TO 15,10,WORK,58
CHILD AGE 5 TO 15,10,SCHOOL,1224
CHILD AGE 5 TO 15,10,ESCORT,523
CHILD AGE 5 TO 15,10,SHOP,53
CHILD AGE 5 TO 15,10,MEAL,14
CHILD AGE 5 TO 15,10,SOC AND REC,110
CHILD AGE 5 TO 15,10,COMMUTE,707
CHILD AGE 5 TO 15,10,OTHER,65
CHILD AGE 5 TO 15,11,HOME,4161
CHILD AGE 5 TO 15,11,WORK,91
CHILD AGE 5 TO 15,11,SCHOOL,1957
CHILD AGE 5 TO 15,11,ESCORT,643
CHILD AGE 5 TO 15,11,SHOP,95
CHILD AGE 5 TO 15,11,MEAL,19
CHILD AGE 5 TO 15,11,SOC AND REC,134
CHILD AGE 5 TO 15,11,COMMUTE,466
CHILD AGE 5 TO 15,11,OTHER,50
CHILD AGE 5 TO 15,12,HOME,3751
CHILD AGE 5 TO 15,12,WORK,103
CHILD AGE 5 TO 15,12,SCHOOL,2204
CHILD AGE 5 TO 15,12,ESCORT,735
CHILD AGE 5 TO 15,12,SHOP,128
CHILD AGE 5 TO 15,12,MEAL,13
CHILD AGE 5 TO 15,12,SOC AND REC,229
CHILD AGE 5 TO 15,12,COMMUTE,396
CHILD AGE 5 TO 15,12,OTHER,57
CHILD AGE 5 TO 15,13,HOME,3440
CHILD AGE 5 TO 15,13,WORK,103
CHILD AGE 5 TO 15,13,SCHOOL,2566
CHILD AGE 5 TO 15,13,ESCORT,784
CHILD AGE 5 TO 15,13,SHOP,158
CHILD AGE 5 TO 15,13,MEAL,8
CHILD AGE 5 TO 15,13,SOC AND REC,250
CHILD AGE 5 TO 15,13,COMMUTE,250
CHILD AGE 5 TO 15,13,OTHER,56
CHILD AGE 5 TO 15,14,HOME,3461
CHILD AGE 5 TO 15,14,WORK,103
CHILD AGE 5 TO 15,14,SCHOOL,2636
CHILD AGE 5 TO 15,14,ESCORT,798
CHILD AGE 5 TO 15,14,SHOP,147
CHILD AGE 5 TO 15,14,MEAL,30
CHILD AGE 5 TO 15,14,SOC AND REC,262
CHILD AGE 5 TO 15,14,COMMUTE,130
CHILD AGE 5 TO 15,14,OTHER,49
CHILD AGE 5 TO 15,15,HOME,3477
CHILD AGE 5 TO 15,15,WORK,103
CHILD AGE 5 TO 15,15,SCHOOL,2639
CHILD AGE 5 TO 15,15,ESCORT,802
CHILD AGE 5 TO 15,15,SHOP,173
CHILD AGE 5 TO 15,15,MEAL,24
CHILD AGE 5 TO 15,15,SOC AND REC,274
CHILD AGE 5 TO 15,15,COMMUTE,76
CHILD AGE 5 TO 15,15,OTHER,49
CHILD AGE 5 TO 15,16,HOME,3463
CHILD AGE 5 TO 15,16,WORK,103
CHILD AGE 5 TO 15,16,SCHOOL,2634
CHILD AGE 5 TO 15,16,ESCORT,805
CHILD AGE 5 TO 15,16,SHOP,166
CHILD AGE 5 TO 15,16,MEAL,24
CHILD AGE 5 TO 15,16,SOC AND REC,293
CHILD AGE 5 TO 15,16,COMMUTE,79
CHILD AGE 5 TO 15,16,OTHER,49
CHILD AGE 5 TO 15,17,HOME,3453
CHILD AGE 5 TO 15,17,WORK,103
CHILD AGE 5 TO 15,17,SCHOOL,2634
CHILD AGE 5 TO 15,17,ESCORT,807
CHILD AGE 5 TO 15,17,SHOP,165
CHILD AGE 5 TO 15,17,MEAL,25
CHILD AGE 5 TO 15,17,SOC AND REC,302
CHILD AGE 5 TO 15,17,COMMUTE,77
CHILD AGE 5 TO 15,17,OTHER,49
CHILD AGE 5 TO 15,18,HOME,3463
CHILD AGE 5 TO 15,18,WORK,103
CHILD AGE 5 TO 15,18,SCHOOL,2634
CHILD AGE 5 TO 15,18,ESCORT,810
CHILD AGE 5 TO 15,18,SHOP,146
CHILD AGE 5 TO 15,18,MEAL,25
CHILD AGE 5 TO 15,18,SOC AND REC,288
CHILD AGE 5 TO 15,18,COMMUTE,98
CHILD AGE 5 TO 15,18,OTHER,49
CHILD AGE 5 TO 15,19,HOME,3486
CHILD AGE 5 TO 15,19,WORK,103
CHILD AGE 5 TO 15,19,SCHOOL,2633
CHILD AGE 5 TO 15,19,ESCORT,800
CHILD AGE 5 TO 15,19,SHOP,146
CHILD AGE 5 TO 15,19,MEAL,24
CHILD AGE 5 TO 15,19,SOC AND REC,288
CHILD AGE 5 TO 15,19,COMMUTE,87
CHILD AGE 5 TO 15,19,OTHER,49
CHILD AGE 5 TO 15,20,HOME,3539
CHILD AGE 5 TO 15,20,WORK,103
CHILD AGE 5 TO 15,20,SCHOOL,2606
CHILD AGE 5 TO 15,20,ESCORT,790
CHILD AGE 5 TO 15,20,SHOP,123
CHILD AGE 5 TO 15,20,MEAL,42
CHILD AGE 5 TO 15,20,SOC AND REC,271
CHILD AGE 5 TO 15,20,COMMUTE,93
CHILD AGE 5 TO 15,20,OTHER,49
CHILD AGE 5 TO 15,21,HOME,3580
CHILD AGE 5 TO 15,21,WORK,103
CHILD AGE 5 TO 15,21,SCHOOL,2552
CHILD AGE 5 TO 15,21,ESCORT,788
CHILD AGE 5 TO 15,21,SHOP,126
CHILD AGE 5 TO 15,21,MEAL,61
CHILD AGE 5 TO 15,21,SOC AND REC,257
CHILD AGE 5 TO 15,21,COMMUTE,100
CHILD AGE 5 TO 15,21,OTHER,49
CHILD AGE 5 TO 15,22,HOME,3532
CHILD AGE 5 TO 15,22,WORK,102
CHILD AGE 5 TO 15,22,SCHOOL,2531
CHILD AGE 5 TO 15,22,ESCORT,780
CHILD AGE 5 TO 15,22,SHOP,169
CHILD AGE 5 TO 15,22,MEAL,88
CHILD AGE 5 TO 15,22,SOC AND REC,244
CHILD AGE 5 TO 15,22,COMMUTE,120
CHILD AGE 5 TO 15,22,OTHER,49
CHILD AGE 5 TO 15,23,HOME,3505
CHILD AGE 5 TO 15,23,WORK,87
CHILD AGE 5 TO 15,23,SCHOOL,2368
CHILD AGE 5 TO 15,23,ESCORT,771
CHILD AGE 5 TO 15,23,SHOP,204
CHILD AGE 5 TO 15,23,MEAL,76
CHILD AGE 5 TO 15,23,SOC AND REC,262
CHILD AGE 5 TO 15,23,COMMUTE,296
CHILD AGE 5 TO 15,23,OTHER,49
CHILD AGE 5 TO 15,24,HOME,3778
CHILD AGE 5 TO 15,24,WORK,85
CHILD AGE 5 TO 15,24,SCHOOL,2152
CHILD AGE 5 TO 15,24,ESCORT,746
CHILD AGE 5 TO 15,24,SHOP,244
CHILD AGE 5 TO 15,24,MEAL,65
CHILD AGE 5 TO 15,24,SOC AND REC,269
CHILD AGE 5 TO 15,24,COMMUTE,222
CHILD AGE 5 TO 15,24,OTHER,57
CHILD AGE 5 TO 15,25,HOME,4067
CHILD AGE 5 TO 15,25,WORK,48
CHILD AGE 5 TO 15,25,SCHOOL,1841
CHILD AGE 5 TO 15,25,ESCORT,674
CHILD AGE 5 TO 15,25,SHOP,237
CHILD AGE 5 TO 15,25,MEAL,49
CHILD AGE 5 TO 15,25,SOC AND REC,225
CHILD AGE 5 TO 15,25,COMMUTE,417
CHILD AGE 5 TO 15,25,OTHER,59
CHILD AGE 5 TO 15,26,HOME,4415
CHILD AGE 5 TO 15,26,WORK,44
CHILD AGE 5 TO 15,26,SCHOOL,1299
CHILD AGE 5 TO 15,26,ESCORT,598
CHILD AGE 5 TO 15,26,SHOP,274
CHILD AGE 5 TO 15,26,MEAL,33
CHILD AGE 5 TO 15,26,SOC AND REC,264
CHILD AGE 5 TO 15,26,COMMUTE,631
CHILD AGE 5 TO 15,26,OTHER,58
CHILD AGE 5 TO 15,27,HOME,4895
CHILD AGE 5 TO 15,27,WORK,44
CHILD AGE 5 TO 15,27,SCHOOL,912
CHILD AGE 5 TO 15,27,ESCORT,541
CHILD AGE 5 TO 15,27,SHOP,284
CHILD AGE 5 TO 15,27,MEAL,36
CHILD AGE 5 TO 15,27,SOC AND REC,284
CHILD AGE 5 TO 15,27,COMMUTE,572
CHILD AGE 5 TO 15,27,OTHER,49
CHILD AGE 5 TO 15,28,HOME,5149
CHILD AGE 5 TO 15,28,WORK,40
CHILD AGE 5 TO 15,28,SCHOOL,474
CHILD AGE 5 TO 15,28,ESCORT,476
CHILD AGE 5 TO 15,28,SHOP,243
CHILD AGE 5 TO 15,28,MEAL,36
CHILD AGE 5 TO 15,28,SOC AND REC,337
CHILD AGE 5 TO 15,28,COMMUTE,807
CHILD AGE 5 TO 15,28,OTHER,54
CHILD AGE 5 TO 15,29,HOME,5513
CHILD AGE 5 TO 15,29,WORK,22
CHILD AGE 5 TO 15,29,SCHOOL,368
CHILD AGE 5 TO 15,29,ESCORT,423
CHILD AGE 5 TO 15,29,SHOP,248
CHILD AGE 5 TO 15,29,MEAL,45
CHILD AGE 5 TO 15,29,SOC AND REC,348
CHILD AGE 5 TO 15,29,COMMUTE,595
CHILD AGE 5 TO 15,29,OTHER,54
CHILD AGE 5 TO 15,30,HOME,5842
CHILD AGE 5 TO 15,30,WORK,9
CHILD AGE 5 TO 15,30,SCHOOL,260
CHILD AGE 5 TO 15,30,ESCORT,334
CHILD AGE 5 TO 15,30,SHOP,243
CHILD AGE 5 TO 15,30,MEAL,34
CHILD AGE 5 TO 15,30,SOC AND REC,334
CHILD AGE 5 TO 15,30,COMMUTE,507
CHILD AGE 5 TO 15,30,OTHER,54
CHILD AGE 5 TO 15,31,HOME,5991
CHILD AGE 5 TO 15,31,WORK,28
CHILD AGE 5 TO 15,31,SCHOOL,152
CHILD AGE 5 TO 15,31,ESCORT,288
CHILD AGE 5 TO 15,31,SHOP,253
CHILD AGE 5 TO 15,31,MEAL,26
CHILD AGE 5 TO 15,31,SOC AND REC,428
CHILD AGE 5 TO 15,31,COMMUTE,397
CHILD AGE 5 TO 15,31,OTHER,54
CHILD AGE 5 TO 15,32,HOME,6179
CHILD AGE 5 TO 15,32,WORK,50
CHILD AGE 5 TO 15,32,SCHOOL,100
CHILD AGE 5 TO 15,32,ESCORT,228
CHILD AGE 5 TO 15,32,SHOP,252
CHILD AGE 5 TO 15,32,MEAL,43
CHILD AGE 5 TO 15,32,SOC AND REC,441
CHILD AGE 5 TO 15,32,COMMUTE,274
CHILD AGE 5 TO 15,32,OTHER,49
CHILD AGE 5 TO 15,33,HOME,6325
CHILD AGE 5 TO 15,33,WORK,45
CHILD AGE 5 TO 15,33,SCHOOL,79
CHILD AGE 5 TO 15,33,ESCORT,147
CHILD AGE 5 TO 15,33,SHOP,220
CHILD AGE 5 TO 15,33,MEAL,66
CHILD AGE 5 TO 15,33,SOC AND REC,442
CHILD AGE 5 TO 15,33,COMMUTE,243
CHILD AGE 5 TO 15,33,OTHER,49
CHILD AGE 5 TO 15,34,HOME,6505
CHILD AGE 5 TO 15,34,WORK,9
CHILD AGE 5 TO 15,34,SCHOOL,32
CHILD AGE 5 TO 15,34,ESCORT,152
CHILD AGE 5 TO 15,34,SHOP,137
CHILD AGE 5 TO 15,34,MEAL,73
CHILD AGE 5 TO 15,34,SOC AND REC,381
CHILD AGE 5 TO 15,34,COMMUTE,279
CHILD AGE 5 TO 15,34,OTHER,49
CHILD AGE 5 TO 15,35,HOME,6771
CHILD AGE 5 TO 15,35,WORK,9
CHILD AGE 5 TO 15,35,SCHOOL,23
CHILD AGE 5 TO 15,35,ESCORT,124
CHILD AGE 5 TO 15,35,SHOP,95
CHILD AGE 5 TO 15,35,MEAL,56
CHILD AGE 5 TO 15,35,SOC AND REC,240
CHILD AGE 5 TO 15,35,COMMUTE,250
CHILD AGE 5 TO 15,35,OTHER,49
CHILD AGE 5 TO 15,36,HOME,7178
CHILD AGE 5 TO 15,36,WORK,7
CHILD AGE 5 TO 15,36,SCHOOL,16
CHILD AGE 5 TO 15,36,ESCORT,77
CHILD AGE 5 TO 15,36,SHOP,44
CHILD AGE 5 TO 15,36,MEAL,33
CHILD AGE 5 TO 15,36,SOC AND REC,113
CHILD AGE 5 TO 15,36,COMMUTE,99
CHILD AGE 5 TO 15,36,OTHER,49
CHILD AGE 5 TO 15,37,HOME,7248
CHILD AGE 5 TO 15,37,WORK,3
CHILD AGE 5 TO 15,37,SCHOOL,8
CHILD AGE 5 TO 15,37,ESCORT,53
CHILD AGE 5 TO 15,37,SHOP,47
CHILD AGE 5 TO 15,37,MEAL,29
CHILD AGE 5 TO 15,37,SOC AND REC,89
CHILD AGE 5 TO 15,37,COMMUTE,90
CHILD AGE 5 TO 15,37,OTHER,49
CHILD AGE 5 TO 15,38,HOME,7303
CHILD AGE 5 TO 15,38,WORK,3
CHILD AGE 5 TO 15,38,SCHOOL,2
CHILD AGE 5 TO 15,38,ESCORT,41
CHILD AGE 5 TO 15,38,SHOP,40
CHILD AGE 5 TO 15,38,MEAL,14
CHILD AGE 5 TO 15,38,SOC AND REC,78
CHILD AGE 5 TO 15,38,COMMUTE,87
CHILD AGE 5 TO 15,38,OTHER,49
CHILD AGE 5 TO 15,39,HOME,7413
CHILD AGE 5 TO 15,39,WORK,3
CHILD AGE 5 TO 15,39,SCHOOL,0
CHILD AGE 5 TO 15,39,ESCORT,41
CHILD AGE 5 TO 15,39,SHOP,18
CHILD AGE 5 TO 15,39,MEAL,14
CHILD AGE 5 TO 15,39,SOC AND REC,47
CHILD AGE 5 TO 15,39,COMMUTE,32
CHILD AGE 5 TO 15,39,OTHER,49
CHILD AGE 5 TO 15,40,HOME,7436
CHILD AGE 5 TO 15,40,WORK,3
CHILD AGE 5 TO 15,40,SCHOOL,0
CHILD AGE 5 TO 15,40,ESCORT,38
CHILD AGE 5 TO 15,40,SHOP,18
CHILD AGE 5 TO 15,40,MEAL,9
CHILD AGE 5 TO 15,40,SOC AND REC,47
CHILD AGE 5 TO 15,40,COMMUTE,17
CHILD AGE 5 TO 15,40,OTHER,49
CHILD AGE 5 TO 15,41,HOME,7451
CHILD AGE 5 TO 15,41,WORK,3
CHILD AGE 5 TO 15,41,SCHOOL,0
CHILD AGE 5 TO 15,41,ESCORT,18
CHILD AGE 5 TO 15,41,SHOP,23
CHILD AGE 5 TO 15,41,MEAL,8
CHILD AGE 5 TO 15,41,SOC AND REC,41
CHILD AGE 5 TO 15,41,COMMUTE,25
CHILD AGE 5 TO 15,41,OTHER,49
CHILD AGE 5 TO 15,42,HOME,7459
CHILD AGE 5 TO 15,42,WORK,3
CHILD AGE 5 TO 15,42,SCHOOL,0
CHILD AGE 5 TO 15,42,ESCORT,17
CHILD AGE 5 TO 15,42,SHOP,18
CHILD AGE 5 TO 15,42,MEAL,8
CHILD AGE 5 TO 15,42,SOC AND REC,22
CHILD AGE 5 TO 15,42,COMMUTE,41
CHILD AGE 5 TO 15,42,OTHER,49
CHILD AGE 5 TO 15,43,HOME,7459
CHILD AGE 5 TO 15,43,WORK,3
CHILD AGE 5 TO 15,43,SCHOOL,0
CHILD AGE 5 TO 15,43,ESCORT,17
CHILD AGE 5 TO 15,43,SHOP,18
CHILD AGE 5 TO 15,43,MEAL,8
CHILD AGE 5 TO 15,43,SOC AND REC,22
CHILD AGE 5 TO 15,43,COMMUTE,41
CHILD AGE 5 TO 15,43,OTHER,49
CHILD AGE 5 TO 15,44,HOME,7459
CHILD AGE 5 TO 15,44,WORK,3
CHILD AGE 5 TO 15,44,SCHOOL,0
CHILD AGE 5 TO 15,44,ESCORT,17
CHILD AGE 5 TO 15,44,SHOP,18
CHILD AGE 5 TO 15,44,MEAL,8
CHILD AGE 5 TO 15,44,SOC AND REC,22
CHILD AGE 5 TO 15,44,COMMUTE,41
CHILD AGE 5 TO 15,44,OTHER,49
CHILD AGE 5 TO 15,45,HOME,7484
CHILD AGE 5 TO 15,45,WORK,3
CHILD AGE 5 TO 15,45,SCHOOL,0
CHILD AGE 5 TO 15,45,ESCORT,17
CHILD AGE 5 TO 15,45,SHOP,18
CHILD AGE 5 TO 15,45,MEAL,8
CHILD AGE 5 TO 15,45,SOC AND REC,22
CHILD AGE 5 TO 15,45,COMMUTE,17
CHILD AGE 5 TO 15,45,OTHER,49
CHILD AGE 5 TO 15,46,HOME,7481
CHILD AGE 5 TO 15,46,WORK,3
CHILD AGE 5 TO 15,46,SCHOOL,0
CHILD AGE 5 TO 15,46,ESCORT,17
CHILD AGE 5 TO 15,46,SHOP,18
CHILD AGE 5 TO 15,46,MEAL,8
CHILD AGE 5 TO 15,46,SOC AND REC,22
CHILD AGE 5 TO 15,46,COMMUTE,19
CHILD AGE 5 TO 15,46,OTHER,49
CHILD AGE 5 TO 15,47,HOME,7484
CHILD AGE 5 TO 15,47,WORK,3
CHILD AGE 5 TO 15,47,SCHOOL,0
CHILD AGE 5 TO 15,47,ESCORT,17
CHILD AGE 5 TO 15,47,SHOP,18
CHILD AGE 5 TO 15,47,MEAL,8
CHILD AGE 5 TO 15,47,SOC AND REC,22
CHILD AGE 5 TO 15,47,COMMUTE,17
CHILD AGE 5 TO 15,47,OTHER,49
CHILD AGE 5 TO 15,48,HOME,7484
CHILD AGE 5 TO 15,48,WORK,3
CHILD AGE 5 TO 15,48,SCHOOL,0
CHILD AGE 5 TO 15,48,ESCORT,17
CHILD AGE 5 TO 15,48,SHOP,18
CHILD AGE 5 TO 15,48,MEAL,8
CHILD AGE 5 TO 15,48,SOC AND REC,22
CHILD AGE 5 TO 15,48,COMMUTE,17
CHILD AGE 5 TO 15,48,OTHER,49
CHILD AGE 16 PLUS,1,HOME,1345
CHILD AGE 16 PLUS,1,WORK,0
CHILD AGE 16 PLUS,1,SCHOOL,0
CHILD AGE 16 PLUS,1,ESCORT,13
CHILD AGE 16 PLUS,1,SHOP,11
CHILD AGE 16 PLUS,1,MEAL,7
CHILD AGE 16 PLUS,1,SOC AND REC,25
CHILD AGE 16 PLUS,1,COMMUTE,0
CHILD AGE 16 PLUS,1,OTHER,21
CHILD AGE 16 PLUS,2,HOME,1345
CHILD AGE 16 PLUS,2,WORK,0
CHILD AGE 16 PLUS,2,SCHOOL,0
CHILD AGE 16 PLUS,2,ESCORT,13
CHILD AGE 16 PLUS,2,SHOP,11
